iter	Passed	Remaining
280	1357	8304
281	1361	8294
282	1365	8285
283	1370	8278
284	1374	8272
285	1378	8263
286	1383	8255
287	1387	8245
288	1391	8238
289	1395	8228
290	1399	8221
291	1404	8214
292	1408	8205
293	1412	8197
294	1416	8189
295	1421	8180
296	1425	8171
297	1429	8165
298	1433	8157
299	1437	8148
300	1442	8141
301	1446	8131
302	1450	8122
303	1454	8114
304	1458	8107
305	1463	8101
306	1467	8092
307	1471	8085
308	1475	8074
309	1479	8066
310	1483	8056
311	1487	8048
312	1491	8038
313	1498	8047
314	1504	8047
315	1508	8036
316	1511	8026
317	1516	8020
318	1520	8011
319	1524	8002
320	1528	7994
321	1533	7989
322	1536	7979
323	1541	7975
324	1545	7966
325	1550	7960
326	1554	7951
327	1558	7945
328	1562	7937
329	1566	7928
330	1570	7919
331	1575	7915
332	1586	7941
333	1592	7945
334	1598	7945
335	1604	7945
336	1610	7948
337	1616	7947
338	1623	7954
339	1629	7955
340	1635	7955
341	1640	7955
342	1648	7962
343	1653	7960
344	1658	7955
345	1663	7952
346	1669	7950
347	1673	7943
348	1677	7936
349	1685	7946
350	1691	7948
351	1697	7947
352	1703	7946
353	1708	7943
354	1713	7941
355	1719	7939
356	1724	7935
357	1728	7929
358	1734	7927
359	1744	7948
360	1751	7950
361	1756	7948
362	1762	7946
363	1766	7941
364	1771	7935
365	1776	7930
366	1781	7926
367	1786	7920
368	1790	7913
369	1794	7907
370	1800	7904
371	1804	7898
372	1809	7892
373	1813	7885
374	1819	7884
375	1824	7880
376	1829	7874
377	1833	7868
378	1838	7862
379	1842	7856
380	1847	7849
381	1851	7844
382	1857	7841
383	1861	7834
384	1866	7828
385	1870	7821
386	1875	7816
387	1879	7810
388	1884	7804
389	1888	7796
390	1893	7790
391	1899	7791
392	1905	7790
393	1911	7791
394	1916	7788
395	1922	7785
396	1927	7784
397	1934	7786
398	1942	7795
399	1948	7795
400	1955	7796
401	1960	7794
402	1966	7791
403	1972	7791
404	1977	7786
405	1985	7796
406	1992	7799
407	1998	7798
408	2004	7795
409	2010	7795
410	2015	7792
411	2020	7787
412	2025	7783
413	2031	7780
414	2036	7777
415	2041	7771
416	2046	7768
417	2051	7764
418	2056	7759
419	2061	7756
420	2066	7750
421	2072	7751
422	2080	7756
423	2085	7752
424	2092	7754
425	2098	7752
426	2104	7751
427	2111	7756
428	2117	7753
429	2123	7754
430	2130	7757
431	2136	7753
432	2142	7751
433	2148	7751
434	2154	7750
435	2161	7751
436	2167	7752
437	2173	7751
438	2179	7750
439	2187	7754
440	2193	7754
441	2199	7753
442	2204	7748
443	2210	7745
444	2215	7743
445	2222	7742
446	2230	7749
447	2237	7750
448	2247	7762
449	2261	7789
450	2269	7794
451	2279	7805
452	2288	7815
453	2297	7823
454	2305	7828
455	2312	7830
456	2321	7838
457	2333	7855
458	2340	7858
459	2348	7862
460	2355	7862
461	2363	7867
462	2369	7864
463	2375	7862
464	2382	7863
465	2388	7863
466	2395	7862
467	2401	7862
468	2408	7862
469	2415	7861
470	2422	7864
471	2428	7862
472	2434	7859
473	2440	7857
474	2446	7855
475	2454	7857
476	2469	7886
477	2479	7894
478	2485	7892
479	2492	7891
480	2498	7890
481	2505	7889
482	2512	7890
483	2520	7893
484	2526	7891
485	2532	7889
486	2540	7892
487	2546	7890
488	2553	7890
489	2560	7891
490	2566	7888
491	2574	7890
492	2581	7891
493	2588	7890
494	2593	7885
495	2600	7884
496	2606	7881
497	2610	7874
498	2616	7869
499	2621	7863
500	2626	7857
501	2630	7850
502	2635	7843
503	2640	7837
504	2644	7829
505	2649	7822
506	2654	7815
507	2662	7819
508	2667	7813
509	2671	7805
510	2676	7800
511	2681	7792
512	2685	7785
513	2691	7780
514	2696	7775
515	2701	7768
516	2705	7760
517	2709	7753
518	2716	7751
519	2727	7763
520	2733	7758
521	2737	7751
522	2742	7744
523	2747	7737
524	2751	7730
525	2756	7724
526	2760	7714
527	2764	7705
528	2768	7697
529	2772	7690
530	2776	7681
531	2781	7673
532	2785	7666
533	2789	7657
534	2794	7651
535	2798	7643
536	2802	7636
537	2807	7628
538	2811	7621
539	2815	7613
540	2819	7605
541	2823	7596
542	2827	7587
543	2832	7579
544	2835	7570
545	2839	7562
546	2843	7553
547	2847	7545
548	2851	7537
549	2855	7529
550	2861	7524
551	2866	7519
552	2872	7517
553	2877	7511
554	2882	7506
555	2889	7503
556	2893	7497
557	2899	7491
558	2904	7486
559	2909	7481
560	2914	7476
561	2919	7470
562	2924	7464
563	2929	7458
564	2934	7452
565	2938	7445
566	2943	7438
567	2948	7432
568	2952	7425
569	2959	7424
570	2966	7423
571	2971	7418
572	2976	7411
573	2980	7405
574	2985	7398
575	2990	7393
576	2994	7386
577	2999	7379
578	3004	7373
579	3009	7367
580	3013	7360
581	3017	7353
582	3022	7345
583	3026	7338
584	3030	7330
585	3035	7323
586	3038	7315
587	3043	7307
588	3047	7300
589	3051	7293
590	3056	7286
591	3060	7278
592	3064	7271
593	3068	7263
594	3072	7256
595	3077	7249
596	3081	7241
597	3086	7235
598	3090	7227
599	3094	7220
600	3098	7213
601	3104	7209
602	3109	7202
603	3113	7196
604	3118	7190
605	3122	7183
606	3127	7176
607	3131	7169
608	3135	7162
609	3139	7154
610	3144	7148
611	3148	7140
612	3151	7131
613	3156	7124
614	3161	7118
615	3165	7112
616	3170	7105
617	3174	7098
618	3178	7091
619	3182	7084
620	3187	7077
621	3191	7070
622	3195	7062
623	3201	7059
624	3208	7057
625	3213	7053
626	3218	7046
627	3222	7039
628	3226	7032
629	3230	7025
630	3234	7017
631	3239	7011
632	3243	7004
633	3247	6997
634	3252	6990
635	3255	6982
636	3260	6975
637	3264	6969
638	3268	6961
639	3272	6954
640	3276	6947
641	3281	6940
642	3284	6932
643	3289	6925
644	3293	6918
645	3297	6912
646	3301	6904
647	3305	6897
648	3310	6890
649	3314	6883
650	3318	6876
651	3322	6869
652	3326	6862
653	3330	6855
654	3335	6849
655	3339	6842
656	3343	6834
657	3347	6827
658	3351	6820
659	3355	6813
660	3360	6806
661	3364	6799
662	3368	6792
663	3372	6784
664	3376	6778
665	3380	6772
666	3384	6764
667	3389	6757
668	3394	6753
669	3399	6748
670	3403	6741
671	3407	6734
672	3411	6726
673	3416	6720
674	3420	6713
675	3424	6706
676	3428	6699
677	3432	6692
678	3436	6685
679	3440	6678
680	3446	6675
681	3454	6675
682	3458	6669
683	3462	6662
684	3466	6655
685	3471	6649
686	3475	6642
687	3480	6636
688	3484	6629
689	3488	6623
690	3493	6617
691	3496	6609
692	3501	6603
693	3505	6597
694	3510	6590
695	3514	6585
696	3518	6577
697	3522	6571
698	3526	6564
699	3530	6557
700	3534	6549
701	3538	6542
702	3542	6536
703	3548	6531
704	3551	6524
705	3556	6517
706	3560	6511
707	3564	6503
708	3568	6497
709	3572	6489
710	3575	6482
711	3580	6476
712	3584	6469
713	3588	6463
714	3593	6457
715	3597	6451
716	3601	6444
717	3605	6437
718	3609	6431
719	3613	6424
720	3617	6417
721	3622	6412
722	3627	6406
723	3631	6399
724	3636	6395
725	3642	6392
726	3649	6390
727	3656	6388
728	3660	6382
729	3665	6377
730	3669	6370
731	3673	6363
732	3678	6357
733	3682	6351
734	3686	6345
735	3691	6339
736	3697	6335
737	3703	6333
738	3707	6326
739	3712	6320
740	3716	6313
741	3720	6306
742	3724	6300
743	3728	6293
744	3732	6286
745	3736	6280
746	3740	6274
747	3744	6267
748	3748	6261
749	3752	6254
750	3756	6248
751	3760	6241
752	3765	6235
753	3769	6229
754	3773	6222
755	3777	6216
756	3781	6209
757	3786	6204
758	3790	6197
759	3794	6191
760	3798	6184
761	3803	6179
762	3807	6172
763	3811	6165
764	3815	6159
765	3819	6153
766	3823	6147
767	3828	6140
768	3831	6133
769	3836	6127
770	3840	6121
771	3844	6115
772	3848	6108
773	3852	6102
774	3856	6095
775	3860	6089
776	3864	6082
777	3868	6075
778	3872	6069
779	3876	6063
780	3880	6056
781	3884	6050
782	3888	6043
783	3893	6038
784	3897	6031
785	3901	6025
786	3905	6019
787	3910	6014
788	3914	6008
789	3918	6002
790	3922	5995
791	3926	5989
792	3931	5983
793	3935	5977
794	3941	5974
795	3948	5972
796	3952	5966
797	3956	5960
798	3960	5953
799	3965	5947
800	3969	5941
801	3973	5935
802	3977	5928
803	3981	5922
804	3985	5915
805	3989	5909
806	3993	5903
807	3997	5897
808	4001	5891
809	4005	5885
810	4009	5878
811	4014	5872
812	4017	5866
813	4021	5859
814	4025	5852
815	4029	5847
816	4033	5841
817	4037	5834
818	4042	5828
819	4046	5822
820	4050	5816
821	4054	5810
822	4058	5804
823	4062	5798
824	4067	5792
825	4071	5786
826	4075	5780
827	4079	5774
828	4084	5769
829	4088	5762
830	4092	5757
831	4096	5750
832	4100	5744
833	4104	5738
834	4108	5731
835	4112	5725
836	4116	5719
837	4120	5713
838	4124	5707
839	4128	5701
840	4132	5695
841	4137	5689
842	4141	5683
843	4145	5678
844	4150	5672
845	4154	5666
846	4157	5659
847	4162	5654
848	4166	5649
849	4171	5643
850	4175	5637
851	4179	5631
852	4186	5629
853	4192	5625
854	4196	5619
855	4201	5614
856	4205	5608
857	4209	5602
858	4213	5597
859	4217	5591
860	4221	5584
861	4226	5579
862	4230	5573
863	4233	5566
864	4237	5560
865	4242	5554
866	4246	5548
867	4250	5543
868	4254	5537
869	4259	5531
870	4263	5526
871	4267	5520
872	4275	5519
873	4283	5518
874	4290	5516
875	4298	5515
876	4305	5512
877	4312	5510
878	4319	5508
879	4326	5506
880	4333	5504
881	4339	5500
882	4343	5494
883	4350	5492
884	4358	5490
885	4362	5485
886	4366	5479
887	4370	5472
888	4374	5466
889	4378	5460
890	4382	5454
891	4386	5448
892	4390	5442
893	4394	5436
894	4397	5429
895	4402	5423
896	4406	5418
897	4410	5412
898	4415	5407
899	4419	5401
900	4423	5395
901	4430	5392
902	4435	5388
903	4440	5383
904	4444	5377
905	4448	5371
906	4452	5365
907	4456	5359
908	4460	5353
909	4465	5348
910	4469	5342
911	4473	5336
912	4477	5330
913	4481	5325
914	4485	5319
915	4490	5314
916	4494	5308
917	4499	5303
918	4503	5297
919	4507	5291
920	4512	5286
921	4516	5280
922	4520	5274
923	4524	5268
924	4529	5263
925	4533	5258
926	4537	5252
927	4542	5246
928	4546	5241
929	4550	5235
930	4554	5230
931	4559	5224
932	4564	5219
933	4567	5213
934	4571	5207
935	4576	5202
936	4581	5197
937	4585	5191
938	4589	5186
939	4593	5179
940	4597	5174
941	4602	5169
942	4606	5163
943	4610	5157
944	4615	5152
945	4619	5146
946	4623	5141
947	4627	5135
948	4631	5129
949	4635	5123
950	4639	5117
951	4644	5112
952	4648	5107
953	4653	5102
954	4657	5096
955	4662	5091
956	4667	5087
957	4674	5084
958	4679	5079
959	4683	5074
960	4688	5068
961	4691	5062
962	4696	5057
963	4700	5051
964	4704	5045
965	4708	5039
966	4712	5034
967	4716	5028
968	4721	5023
969	4725	5018
970	4730	5012
971	4734	5007
972	4738	5001
973	4742	4995
974	4746	4989
975	4750	4984
976	4755	4979
977	4759	4973
978	4764	4968
979	4768	4962
980	4772	4957
981	4776	4951
982	4781	4946
983	4785	4941
984	4789	4935
985	4794	4930
986	4799	4925
987	4803	4919
988	4807	4914
989	4811	4908
990	4816	4903
991	4820	4898
992	4824	4892
993	4828	4887
994	4833	4882
995	4837	4876
996	4841	4870
997	4845	4865
998	4850	4859
999	4854	4854
1000	4858	4848
1001	4862	4843
1002	4866	4837
1003	4871	4832
1004	4875	4826
1005	4879	4821
1006	4883	4815
1007	4887	4810
1008	4892	4804
1009	4896	4799
1010	4900	4793
1011	4904	4788
1012	4908	4782
1013	4914	4779
1014	4921	4776
1015	4925	4770
1016	4930	4765
1017	4934	4760
1018	4938	4754
1019	4942	4749
1020	4947	4744
1021	4951	4738
1022	4955	4732
1023	4959	4727
1024	4964	4721
1025	4968	4716
1026	4972	4711
1027	4976	4705
1028	4981	4700
1029	4985	4694
1030	4990	4689
1031	4994	4684
1032	4998	4679
1033	5002	4673
1034	5006	4668
1035	5010	4662
1036	5015	4657
1037	5019	4651
1038	5023	4646
1039	5028	4641
1040	5031	4635
1041	5036	4630
1042	5040	4624
1043	5044	4619
1044	5049	4614
1045	5054	4609
1046	5058	4604
1047	5063	4599
1048	5068	4594
1049	5072	4589
1050	5076	4583
1051	5080	4578
1052	5085	4573
1053	5088	4567
1054	5092	4561
1055	5096	4556
1056	5100	4550
1057	5105	4545
1058	5109	4540
1059	5113	4534
1060	5117	4529
1061	5121	4523
1062	5126	4518
1063	5130	4513
1064	5134	4507
1065	5138	4501
1066	5143	4497
1067	5147	4492
1068	5151	4486
1069	5157	4482
1070	5163	4479
1071	5167	4473
1072	5172	4468
1073	5176	4463
1074	5180	4457
1075	5185	4452
1076	5189	4447
1077	5194	4442
1078	5198	4437
1079	5203	4432
1080	5207	4427
1081	5211	4421
1082	5215	4415
1083	5219	4410
1084	5223	4405
1085	5228	4400
1086	5232	4394
1087	5236	4389
1088	5240	4383
1089	5244	4378
1090	5248	4372
1091	5252	4367
1092	5256	4362
1093	5260	4356
1094	5264	4351
1095	5268	4345
1096	5272	4340
1097	5276	4334
1098	5280	4329
1099	5284	4323
1100	5288	4318
1101	5293	4313
1102	5297	4308
1103	5301	4303
1104	5305	4297
1105	5310	4292
1106	5314	4286
1107	5318	4281
1108	5322	4276
1109	5326	4270
1110	5330	4265
1111	5334	4259
1112	5339	4254
1113	5343	4249
1114	5347	4244
1115	5351	4238
1116	5356	4233
1117	5360	4228
1118	5364	4223
1119	5368	4217
1120	5372	4212
1121	5377	4207
1122	5381	4202
1123	5385	4197
1124	5389	4191
1125	5393	4186
1126	5399	4182
1127	5405	4178
1128	5409	4173
1129	5414	4168
1130	5418	4163
1131	5422	4157
1132	5426	4152
1133	5430	4147
1134	5434	4142
1135	5438	4136
1136	5443	4132
1137	5448	4126
1138	5452	4121
1139	5457	4116
1140	5461	4111
1141	5464	4105
1142	5468	4100
1143	5473	4095
1144	5477	4090
1145	5482	4085
1146	5486	4080
1147	5490	4075
1148	5495	4069
1149	5499	4064
1150	5503	4059
1151	5507	4054
1152	5511	4048
1153	5516	4043
1154	5520	4038
1155	5524	4033
1156	5528	4027
1157	5533	4023
1158	5538	4018
1159	5542	4013
1160	5547	4008
1161	5551	4003
1162	5555	3998
1163	5559	3993
1164	5564	3988
1165	5568	3982
1166	5572	3977
1167	5577	3973
1168	5582	3968
1169	5586	3963
1170	5591	3958
1171	5595	3953
1172	5599	3947
1173	5603	3942
1174	5607	3937
1175	5612	3932
1176	5616	3927
1177	5620	3922
1178	5625	3917
1179	5629	3911
1180	5633	3907
1181	5638	3902
1182	5647	3900
1183	5653	3895
1184	5658	3891
1185	5662	3886
1186	5668	3882
1187	5673	3877
1188	5678	3873
1189	5682	3868
1190	5688	3863
1191	5692	3858
1192	5697	3853
1193	5701	3848
1194	5706	3843
1195	5710	3838
1196	5715	3833
1197	5719	3828
1198	5723	3823
1199	5729	3819
1200	5733	3814
1201	5737	3808
1202	5740	3803
1203	5745	3798
1204	5749	3793
1205	5753	3788
1206	5757	3782
1207	5761	3777
1208	5766	3772
1209	5769	3767
1210	5774	3761
1211	5778	3756
1212	5782	3751
1213	5786	3746
1214	5790	3741
1215	5794	3736
1216	5798	3730
1217	5803	3725
1218	5807	3720
1219	5811	3715
1220	5815	3710
1221	5819	3705
1222	5824	3700
1223	5829	3695
1224	5834	3691
1225	5838	3686
1226	5843	3681
1227	5847	3676
1228	5852	3671
1229	5856	3666
1230	5860	3660
1231	5864	3655
1232	5868	3650
1233	5871	3644
1234	5875	3639
1235	5880	3634
1236	5885	3630
1237	5892	3626
1238	5897	3622
1239	5902	3617
1240	5906	3612
1241	5910	3607
1242	5914	3601
1243	5918	3596
1244	5922	3591
1245	5927	3586
1246	5931	3581
1247	5935	3576
1248	5939	3571
1249	5944	3566
1250	5948	3561
1251	5952	3556
1252	5956	3551
1253	5961	3546
1254	5965	3541
1255	5970	3536
1256	5974	3531
1257	5978	3526
1258	5983	3521
1259	5987	3516
1260	5991	3511
1261	5996	3506
1262	6000	3501
1263	6004	3496
1264	6008	3491
1265	6012	3486
1266	6018	3481
1267	6023	3477
1268	6028	3472
1269	6032	3467
1270	6036	3462
1271	6040	3457
1272	6044	3452
1273	6049	3447
1274	6053	3442
1275	6057	3436
1276	6060	3431
1277	6064	3426
1278	6069	3421
1279	6073	3416
1280	6078	3411
1281	6082	3406
1282	6086	3401
1283	6090	3396
1284	6094	3391
1285	6099	3386
1286	6103	3381
1287	6107	3376
1288	6111	3370
1289	6115	3365
1290	6119	3360
1291	6127	3357
1292	6132	3353
1293	6137	3348
1294	6141	3343
1295	6145	3338
1296	6149	3333
1297	6153	3328
1298	6157	3323
1299	6161	3317
1300	6166	3312
1301	6169	3307
1302	6174	3302
1303	6178	3297
1304	6183	3292
1305	6187	3287
1306	6191	3282
1307	6195	3277
1308	6199	3272
1309	6203	3267
1310	6207	3262
1311	6211	3257
1312	6216	3252
1313	6220	3247
1314	6224	3242
1315	6228	3237
1316	6233	3232
1317	6237	3227
1318	6241	3222
1319	6245	3217
1320	6249	3212
1321	6253	3207
1322	6257	3202
1323	6261	3197
1324	6265	3192
1325	6269	3187
1326	6274	3182
1327	6278	3177
1328	6282	3172
1329	6287	3167
1330	6291	3162
1331	6295	3157
1332	6299	3151
1333	6303	3146
1334	6307	3141
1335	6311	3136
1336	6315	3131
1337	6319	3126
1338	6323	3121
1339	6327	3116
1340	6331	3111
1341	6335	3106
1342	6339	3101
1343	6343	3096
1344	6348	3091
1345	6354	3087
1346	6358	3082
1347	6363	3077
1348	6369	3073
1349	6375	3069
1350	6380	3064
1351	6384	3060
1352	6388	3054
1353	6392	3049
1354	6397	3045
1355	6401	3040
1356	6405	3035
1357	6409	3030
1358	6413	3025
1359	6418	3020
1360	6422	3015
1361	6426	3010
1362	6430	3005
1363	6434	3000
1364	6438	2995
1365	6442	2990
1366	6446	2985
1367	6450	2980
1368	6454	2974
1369	6458	2969
1370	6462	2964
1371	6466	2959
1372	6471	2955
1373	6475	2950
1374	6479	2945
1375	6483	2940
1376	6487	2935
1377	6491	2930
1378	6496	2925
1379	6501	2920
1380	6505	2915
1381	6509	2910
1382	6514	2906
1383	6518	2901
1384	6523	2896
1385	6527	2891
1386	6531	2886
1387	6535	2881
1388	6540	2876
1389	6544	2871
1390	6547	2866
1391	6552	2861
1392	6556	2857
1393	6560	2852
1394	6565	2847
1395	6570	2842
1396	6576	2838
1397	6582	2834
1398	6604	2837
1399	6630	2841
1400	6641	2839
1401	6654	2838
1402	6666	2836
1403	6679	2835
1404	6694	2835
1405	6706	2833
1406	6721	2832
1407	6738	2833
1408	6750	2831
1409	6764	2830
1410	6777	2829
1411	6802	2832
1412	6814	2831
1413	6819	2826
1414	6824	2821
1415	6831	2817
1416	6835	2812
1417	6840	2807
1418	6844	2802
1419	6849	2797
1420	6855	2793
1421	6865	2790
1422	6877	2788
1423	6891	2787
1424	6910	2788
1425	6933	2790
1426	6949	2790
1427	6969	2791
1428	6987	2791
1429	7005	2792
1430	7012	2788
1431	7017	2783
1432	7021	2778
1433	7026	2773
1434	7031	2768
1435	7041	2765
1436	7056	2764
1437	7077	2765
1438	7094	2765
1439	7121	2769
1440	7148	2772
1441	7160	2771
1442	7173	2769
1443	7190	2768
1444	7211	2769
1445	7238	2773
1446	7253	2772
1447	7282	2776
1448	7314	2781
1449	7348	2787
1450	7365	2786
1451	7386	2787
1452	7407	2788
1453	7429	2789
1454	7441	2787
1455	7446	2782
1456	7451	2777
1457	7465	2775
1458	7508	2784
1459	7539	2788
1460	7561	2789
1461	7579	2789
1462	7584	2783
1463	7590	2779
1464	7601	2776
1465	7615	2773
1466	7639	2775
1467	7660	2776
1468	7680	2776
1469	7699	2775
1470	7717	2775
1471	7733	2774
1472	7739	2769
1473	7744	2763
1474	7750	2758
1475	7756	2753
1476	7766	2750
1477	7778	2747
1478	7799	2747
1479	7814	2745
1480	7830	2744
1481	7850	2743
1482	7867	2742
1483	7884	2741
1484	7899	2739
1485	7905	2734
1486	7911	2729
1487	7916	2723
1488	7961	2732
1489	7981	2732
1490	7998	2730
1491	8016	2729
1492	8033	2728
1493	8050	2726
1494	8069	2725
1495	8077	2721
1496	8086	2717
1497	8096	2713
1498	8107	2709
1499	8116	2705
1500	8126	2701
1501	8133	2696
1502	8138	2691
1503	8144	2685
1504	8149	2680
1505	8154	2674
1506	8159	2669
1507	8164	2663
1508	8169	2658
1509	8174	2652
1510	8179	2646
1511	8184	2641
1512	8189	2636
1513	8195	2630
1514	8200	2625
1515	8204	2619
1516	8209	2613
1517	8214	2608
1518	8219	2602
1519	8224	2597
1520	8228	2591
1521	8234	2586
1522	8240	2580
1523	8245	2575
1524	8250	2569
1525	8254	2564
1526	8260	2558
1527	8264	2552
1528	8268	2547
1529	8273	2541
1530	8279	2536
1531	8283	2530
1532	8288	2524
1533	8293	2519
1534	8298	2513
1535	8303	2508
1536	8307	2502
1537	8311	2496
1538	8317	2491
1539	8321	2485
1540	8326	2479
1541	8330	2474
1542	8339	2469
1543	8344	2464
1544	8349	2458
1545	8354	2453
1546	8359	2447
1547	8364	2442
1548	8368	2436
1549	8373	2430
1550	8377	2425
1551	8382	2419
1552	8387	2414
1553	8391	2408
1554	8396	2402
1555	8400	2397
1556	8405	2391
1557	8410	2386
1558	8415	2380
1559	8420	2374
1560	8424	2369
1561	8429	2363
1562	8434	2358
1563	8439	2352
1564	8444	2347
1565	8449	2341
1566	8453	2336
1567	8458	2330
1568	8463	2324
1569	8468	2319
1570	8473	2313
1571	8477	2308
1572	8482	2302
1573	8487	2297
1574	8491	2291
1575	8496	2285
1576	8500	2280
1577	8505	2274
1578	8510	2268
1579	8514	2263
1580	8519	2257
1581	8523	2252
1582	8528	2246
1583	8533	2241
1584	8537	2235
1585	8541	2229
1586	8546	2224
1587	8551	2218
1588	8556	2213
1589	8561	2207
1590	8565	2201
1591	8570	2196
1592	8575	2190
1593	8579	2185
1594	8584	2179
1595	8588	2174
1596	8595	2169
1597	8603	2164
1598	8609	2158
1599	8613	2153
1600	8618	2147
1601	8622	2142
1602	8626	2136
1603	8631	2130
1604	8636	2125
1605	8641	2120
1606	8645	2114
1607	8650	2108
1608	8654	2103
1609	8659	2097
1610	8664	2092
1611	8673	2087
1612	8678	2082
1613	8692	2078
1614	8708	2075
1615	8714	2070
1616	8718	2065
1617	8722	2059
1618	8726	2053
1619	8730	2047
1620	8734	2042
1621	8738	2036
1622	8742	2030
1623	8746	2025
1624	8750	2019
1625	8754	2013
1626	8759	2008
1627	8763	2002
1628	8767	1996
1629	8771	1991
1630	8776	1985
1631	8780	1979
1632	8783	1974
1633	8787	1968
1634	8792	1962
1635	8796	1957
1636	8800	1951
1637	8804	1945
1638	8809	1940
1639	8813	1934
1640	8817	1929
1641	8821	1923
1642	8826	1917
1643	8830	1912
1644	8835	1906
1645	8841	1901
1646	8845	1895
1647	8849	1890
1648	8854	1884
1649	8858	1879
1650	8861	1873
1651	8866	1867
1652	8869	1861
1653	8874	1856
1654	8878	1850
1655	8882	1845
1656	8886	1839
1657	8890	1833
1658	8894	1828
1659	8898	1822
1660	8903	1817
1661	8907	1811
1662	8911	1805
1663	8915	1800
1664	8919	1794
1665	8923	1789
1666	8927	1783
1667	8932	1777
1668	8936	1772
1669	8940	1766
1670	8944	1761
1671	8949	1755
1672	8953	1749
1673	8957	1744
1674	8961	1738
1675	8965	1733
1676	8969	1727
1677	8973	1721
1678	8977	1716
1679	8981	1710
1680	8986	1705
1681	8990	1699
1682	8994	1694
1683	8998	1688
1684	9002	1682
1685	9006	1677
1686	9010	1671
