iter	TotalF1	MultiClass
936	0.5742564956	1.153619254
937	0.5743759639	1.153219603
938	0.5747566579	1.152990249
939	0.5744755034	1.152860977
940	0.573708576	1.152665333
941	0.5746202654	1.152431064
942	0.5748103522	1.151994075
943	0.5749388353	1.151841784
944	0.5744558749	1.151764246
945	0.5746078639	1.151650271
946	0.5744600094	1.151421705
947	0.5748936019	1.151099022
948	0.5748301444	1.150908845
949	0.573731602	1.150590886
950	0.5734813004	1.150507002
951	0.5751800099	1.150247045
952	0.5752313955	1.150087419
953	0.5754528402	1.149764002
954	0.5756018668	1.149511817
955	0.5755282095	1.149408166
956	0.5751135759	1.149136733
957	0.5749643044	1.148932682
958	0.574529746	1.148557345
959	0.574576481	1.148426929
960	0.5749967852	1.148074778
961	0.5752286496	1.147926012
962	0.5757262261	1.147655731
963	0.5759504168	1.147371682
964	0.5758496771	1.147303441
965	0.5762387502	1.147130793
966	0.5762181551	1.146724
967	0.575893703	1.146549756
968	0.5764964725	1.14632725
969	0.576868165	1.146219073
970	0.5765238868	1.145873852
971	0.5772376657	1.145626305
972	0.5768099407	1.145306666
973	0.577030341	1.145164051
974	0.5765502345	1.145028062
975	0.576589384	1.144773141
976	0.5767881977	1.144588617
977	0.5783061637	1.144282943
978	0.5778906511	1.143926899
979	0.5779233945	1.143728928
980	0.5780412929	1.143485255
981	0.5777270851	1.143404145
982	0.5785026549	1.14320009
983	0.5793098795	1.142982522
984	0.5791199507	1.142843096
985	0.5799980143	1.142544455
986	0.5783602598	1.142202925
987	0.5784492513	1.142091376
988	0.578400099	1.141766062
989	0.5794943098	1.141344043
990	0.5785669851	1.141257466
991	0.5786274358	1.140999391
992	0.5790309505	1.140458782
993	0.5786563968	1.14005344
994	0.5794187461	1.13980415
995	0.5792790668	1.139725604
996	0.579892352	1.139478702
997	0.5799722414	1.13939979
998	0.5798642994	1.139082613
999	0.5792922871	1.138820341
1000	0.5797726082	1.138674854
1001	0.5793644224	1.138260917
1002	0.5795254432	1.138092189
1003	0.5796120674	1.137673171
1004	0.5811659965	1.137437303
1005	0.5812881114	1.137270535
1006	0.5808314779	1.137140872
1007	0.5814738369	1.136859938
1008	0.581340555	1.13678442
1009	0.5815021439	1.136695701
1010	0.5815750428	1.136413352
1011	0.5815621898	1.135881459
1012	0.58238433	1.135556316
1013	0.5839133559	1.135160779
1014	0.5834677486	1.134902438
1015	0.5832599616	1.134711533
1016	0.5836891105	1.134494661
1017	0.5839004457	1.13439982
1018	0.5836248302	1.134128806
1019	0.5836903971	1.13395027
1020	0.5832804259	1.133825874
1021	0.5835933396	1.133638767
1022	0.5835844789	1.133436622
1023	0.5838779565	1.133149584
1024	0.5843240025	1.132821079
1025	0.5844180553	1.132589448
1026	0.5843571177	1.132368684
1027	0.5841707227	1.132110539
1028	0.5849837198	1.131936963
1029	0.5848150987	1.131763315
1030	0.5852398195	1.131598959
1031	0.5853234906	1.1311023
1032	0.5855081834	1.130842616
1033	0.5853403718	1.130588685
1034	0.5863435485	1.130061148
1035	0.5862488003	1.129756179
1036	0.5871264436	1.129384251
1037	0.5859067417	1.129297221
1038	0.5858197529	1.128936544
1039	0.5858998996	1.128659185
1040	0.5862718161	1.128440069
1041	0.5859196997	1.128232356
1042	0.5865417336	1.128005378
1043	0.5866255007	1.127703511
1044	0.5872091583	1.127475133
1045	0.5874470823	1.127242872
1046	0.5872489142	1.126975741
1047	0.587162127	1.126709292
1048	0.5871268498	1.126357913
1049	0.5869398366	1.126148502
1050	0.5862065365	1.12594203
1051	0.5864872637	1.125689063
1052	0.5861102513	1.125326443
1053	0.5864467716	1.125192146
1054	0.5866142247	1.125111851
1055	0.5862767464	1.125005495
1056	0.5865990619	1.124823853
1057	0.5863244821	1.124551646
1058	0.586541686	1.124339366
1059	0.5870335311	1.124105676
1060	0.5865774591	1.123873088
1061	0.5876136549	1.123582845
1062	0.5878445658	1.123306158
1063	0.5882992017	1.123065708
1064	0.5883266042	1.122851506
1065	0.587298513	1.122753115
1066	0.5873699824	1.122435934
1067	0.5874933262	1.122263801
1068	0.5871626913	1.122119795
1069	0.5872696101	1.121978171
1070	0.5866715452	1.121693257
1071	0.5869256253	1.121525845
1072	0.5874175639	1.121379943
1073	0.5872124437	1.120988827
1074	0.5870198879	1.120812355
1075	0.5874153516	1.120557034
1076	0.5871034484	1.120287146
1077	0.5874877842	1.120065405
1078	0.5879706541	1.119797308
1079	0.5883130955	1.119608967
1080	0.5877726512	1.119432216
1081	0.5879504849	1.119245535
1082	0.5877612331	1.119089353
1083	0.5880537991	1.118765186
1084	0.5880679796	1.118498116
1085	0.5879304931	1.118262011
1086	0.5879559006	1.118048226
1087	0.588291903	1.117786984
1088	0.5877317763	1.117690201
1089	0.5873847807	1.117417214
1090	0.5874900905	1.117277503
1091	0.5883963425	1.11709033
1092	0.5882757284	1.117003597
1093	0.5886011649	1.116742163
1094	0.5886743497	1.116529653
1095	0.5885788976	1.116259995
1096	0.5891413237	1.116138478
1097	0.588906489	1.116014507
1098	0.5890977735	1.115924624
1099	0.5892867876	1.115678752
1100	0.5885669032	1.115540379
1101	0.5883410139	1.115346355
1102	0.5882789161	1.11524314
1103	0.5880779061	1.115069958
1104	0.5884312169	1.114931528
1105	0.5891181808	1.114521603
1106	0.5889927937	1.114348706
1107	0.5891934635	1.114258365
1108	0.5895586558	1.114092389
1109	0.589647164	1.113862392
1110	0.5892033858	1.11361988
1111	0.5894577831	1.1134415
1112	0.5894771315	1.113238051
1113	0.5897095664	1.112910009
1114	0.5909117567	1.11266064
1115	0.5912924793	1.112448145
1116	0.5921650888	1.11220483
1117	0.5926295815	1.111905829
1118	0.5918669842	1.111778917
1119	0.5918880174	1.111655505
1120	0.5915765632	1.111387269
1121	0.5915763893	1.111081403
1122	0.5915495977	1.110809572
1123	0.5917515822	1.110674977
1124	0.5916373244	1.11056069
1125	0.591814892	1.110348524
1126	0.592337617	1.11013597
1127	0.5922897519	1.109975192
1128	0.5919020207	1.109604663
1129	0.5913711212	1.109365215
1130	0.5918728991	1.109163032
1131	0.5912180996	1.109003305
1132	0.5915788102	1.108782543
1133	0.5912402099	1.108649731
1134	0.5916087799	1.108482753
1135	0.5914138165	1.108327342
1136	0.5918444526	1.108062215
1137	0.592076217	1.107904134
1138	0.5920634964	1.107582179
1139	0.5918718487	1.107309233
1140	0.5932174992	1.107075819
1141	0.5932977309	1.107059381
1142	0.5925128846	1.106775417
1143	0.5926471053	1.106615927
1144	0.5926040452	1.106245425
1145	0.5923585124	1.10606424
1146	0.5922614965	1.105780492
1147	0.5921286001	1.105583058
1148	0.5919128722	1.105462478
1149	0.5923715093	1.105407046
1150	0.593706745	1.105214599
1151	0.5939052659	1.1051197
1152	0.5935762606	1.104996658
1153	0.5934325422	1.104732726
1154	0.5937924398	1.104653994
1155	0.5936714991	1.104432531
1156	0.5935520108	1.104230462
1157	0.5934136179	1.104164738
1158	0.5935433338	1.104058491
1159	0.5935141583	1.103760664
1160	0.5937880881	1.103545735
1161	0.5942898436	1.103372233
1162	0.5944960556	1.10316393
1163	0.5944874008	1.103028935
1164	0.5953343968	1.102666068
1165	0.5951928638	1.102553552
1166	0.5948183176	1.102387394
1167	0.5948746468	1.102311539
1168	0.5958112514	1.102053279
1169	0.5956454756	1.101873997
1170	0.5958226335	1.10156173
1171	0.5948671208	1.101354158
1172	0.5949875199	1.101254493
1173	0.5949997807	1.101080464
1174	0.5950913803	1.100826328
1175	0.5950550764	1.10055505
1176	0.5950754746	1.100366797
1177	0.5952843457	1.100199631
1178	0.5956857262	1.100099218
1179	0.5958150236	1.099985762
1180	0.5959998611	1.099920479
1181	0.5963292979	1.099678862
1182	0.5963040254	1.099492104
1183	0.5962277955	1.099229315
1184	0.5965558424	1.098931145
1185	0.5966256229	1.098856416
1186	0.5966928388	1.098762964
1187	0.5967127061	1.098566754
1188	0.5958033323	1.098356031
1189	0.596130354	1.098229199
1190	0.5961286085	1.098030638
1191	0.5964992192	1.097877986
1192	0.5965771678	1.097671893
1193	0.5964091764	1.097438169
1194	0.5966739049	1.097261956
1195	0.5976752473	1.097105623
1196	0.5972471987	1.096935658
1197	0.5968761093	1.096833906
1198	0.5969408311	1.096723044
1199	0.5972248845	1.096468434
1200	0.5976846949	1.09627667
1201	0.5980385906	1.096072283
1202	0.5980741795	1.096014793
1203	0.5979567624	1.095901172
1204	0.5983273915	1.095774803
1205	0.5980783115	1.095648847
1206	0.5987513479	1.095379512
1207	0.5990557447	1.095112886
1208	0.5987087457	1.094997808
1209	0.5987753863	1.094847438
1210	0.5990889551	1.094634507
1211	0.5992422753	1.094297307
1212	0.5992925006	1.09417722
1213	0.5996120513	1.094041884
1214	0.5996369512	1.093769693
1215	0.5997273588	1.093574562
1216	0.5998598105	1.093472484
1217	0.6001157	1.093234432
1218	0.6009774884	1.092649316
1219	0.6019117305	1.092347545
1220	0.601701973	1.092138074
1221	0.6015512694	1.092019871
1222	0.6015731442	1.091960127
1223	0.6006338972	1.091645961
1224	0.60063903	1.091526722
1225	0.6012796834	1.091253277
1226	0.6017375825	1.091075255
1227	0.6014414612	1.090850528
1228	0.6016190202	1.090548608
1229	0.6019640712	1.090249161
1230	0.6019530322	1.090169221
1231	0.6022692185	1.089974095
1232	0.6021933011	1.089873559
1233	0.6022651203	1.089804477
1234	0.6018066597	1.089639064
1235	0.6019293635	1.089494387
1236	0.6019154786	1.08937669
1237	0.6022162262	1.089182848
1238	0.6022152012	1.088827884
1239	0.6027091656	1.088635585
1240	0.6025649897	1.088562972
1241	0.602303056	1.088224871
1242	0.6027999103	1.088102527
1243	0.603102953	1.087907677
1244	0.6031459406	1.08782809
1245	0.6029570704	1.087687619
1246	0.6032242477	1.087473173
1247	0.6030015826	1.087268549
1248	0.6030002449	1.087170292
1249	0.6044920374	1.086960836
1250	0.604197362	1.086684031
1251	0.6040058582	1.086536282
1252	0.6040113046	1.086337213
1253	0.6037077457	1.086146867
1254	0.6038374603	1.085968829
1255	0.6040065923	1.08575741
1256	0.6046755857	1.085505744
1257	0.6037504824	1.085336769
1258	0.6039813798	1.085151459
1259	0.6038845255	1.084884188
1260	0.6033716011	1.0846171
1261	0.6044866906	1.084462306
1262	0.6047605171	1.084272076
1263	0.6038934	1.084085098
1264	0.6040736706	1.083934131
1265	0.6040143794	1.083803851
1266	0.6042511869	1.083735332
1267	0.6041133113	1.083541021
1268	0.6042569512	1.083399073
1269	0.6040600597	1.083282035
1270	0.604104565	1.083207748
1271	0.6041124883	1.083016933
1272	0.6040311055	1.082897742
1273	0.6039965681	1.082702524
1274	0.6038854337	1.082476432
1275	0.6041755794	1.082198376
1276	0.6041412076	1.082125073
1277	0.60404746	1.081933099
1278	0.603841126	1.081686428
1279	0.6036790112	1.081551603
1280	0.6040853058	1.081334986
1281	0.6043750373	1.081158281
1282	0.6046731561	1.080964844
1283	0.604635532	1.080735851
1284	0.6053858268	1.080523352
1285	0.604669188	1.080416158
1286	0.6048697307	1.080226966
1287	0.6047627678	1.080070752
1288	0.6044632456	1.080031266
1289	0.6038137959	1.0798561
1290	0.6053209366	1.079622907
1291	0.6053018678	1.079393585
1292	0.6055543967	1.079132905
1293	0.6058397902	1.078878342
1294	0.6059416069	1.078785608
1295	0.6056105822	1.078730906
1296	0.6057992561	1.078510652
1297	0.6056641392	1.078355099
1298	0.6053294384	1.078052553
1299	0.6056004483	1.077929497
1300	0.6058292713	1.077681686
1301	0.6056849535	1.077327286
1302	0.6058170117	1.077108927
1303	0.6059107791	1.076936016
1304	0.6057621006	1.076718607
1305	0.6060077577	1.076493122
1306	0.6071887915	1.076232221
1307	0.6071476127	1.076136965
1308	0.6070197792	1.075989084
1309	0.6068803779	1.075797508
1310	0.6070425976	1.075585502
1311	0.6085928774	1.075275813
1312	0.608086131	1.075192074
1313	0.6080474362	1.074966004
1314	0.6071048259	1.074861347
1315	0.6073094569	1.074726783
1316	0.6073196032	1.074483597
1317	0.6075359875	1.074388697
1318	0.6078090162	1.07429952
1319	0.607469906	1.074117334
1320	0.6072549727	1.074035301
1321	0.6079775316	1.073779285
1322	0.6079930291	1.07364479
1323	0.6078336307	1.07352964
1324	0.6085087423	1.073383016
1325	0.6078254442	1.073207977
1326	0.6080571404	1.072993871
1327	0.6080381256	1.072903481
1328	0.6077224929	1.072666709
1329	0.6080043136	1.072454327
1330	0.6077076819	1.072206815
1331	0.6082274973	1.071984428
1332	0.6076949029	1.07188189
1333	0.608088551	1.071712928
1334	0.6082668287	1.071557984
1335	0.6082809	1.07122738
1336	0.6083460172	1.071169113
1337	0.6087318737	1.07109778
1338	0.6083993592	1.071010575
1339	0.6086748974	1.070872183
1340	0.608676193	1.070804408
1341	0.6086414574	1.070754711
1342	0.6086083905	1.070706429
1343	0.6084901953	1.070645131
1344	0.6090081046	1.070464272
1345	0.6090818359	1.070201674
1346	0.6088449733	1.070021608
1347	0.6090482164	1.069901177
1348	0.6089396836	1.069631328
1349	0.6091057327	1.06930193
1350	0.6093195284	1.06911854
1351	0.6102960812	1.068810293
1352	0.6107765689	1.068687977
1353	0.6104229604	1.06847445
1354	0.6113663641	1.068283487
1355	0.6114158751	1.068149139
1356	0.6108516024	1.068008183
1357	0.611404628	1.067715244
1358	0.611840342	1.067507332
1359	0.6125791894	1.067340824
1360	0.6121126804	1.067092894
1361	0.6120668935	1.066837106
1362	0.6126625361	1.066672145
1363	0.61207787	1.066462578
1364	0.6121048684	1.066304077
1365	0.6116100807	1.066159872
1366	0.6110005497	1.066079043
1367	0.6112752096	1.06602073
1368	0.6114253235	1.065912981
1369	0.6113716693	1.065634123
1370	0.6117682457	1.065548777
1371	0.61208202	1.06540305
1372	0.6118646744	1.065147783
1373	0.6125300615	1.064895925
1374	0.6120372454	1.064798308
1375	0.6129397823	1.064557306
1376	0.6129502795	1.064467695
1377	0.6124815797	1.064288569
1378	0.6124310938	1.064166104
1379	0.612475467	1.063986131
1380	0.6126035506	1.063941609
1381	0.6127309679	1.063715165
1382	0.6123027646	1.06351338
1383	0.6126712084	1.063186928
1384	0.6133139335	1.063001062
1385	0.6133112493	1.062810003
1386	0.6132728585	1.062557584
1387	0.6132790677	1.06236949
1388	0.6128823659	1.062203693
1389	0.6134394311	1.062130354
1390	0.6137366196	1.061984707
1391	0.613946697	1.061820017
1392	0.6139706936	1.06159921
1393	0.6136196892	1.061440283
1394	0.6135617589	1.061290322
1395	0.6138967904	1.061014247
1396	0.6136636735	1.060733916
1397	0.6136651408	1.060526356
1398	0.613469839	1.060418923
1399	0.6135779807	1.060342337
1400	0.6131970381	1.06023861
1401	0.6136183707	1.060107508
1402	0.6138880816	1.0599836
1403	0.6139513041	1.059794269
1404	0.613978702	1.059671873
1405	0.6139766975	1.05958394
1406	0.6147311745	1.059278814
1407	0.6141758287	1.059106792
1408	0.6142455982	1.059039406
1409	0.6144748041	1.058872044
1410	0.6146074195	1.058688019
1411	0.6146424837	1.058534208
1412	0.6143778733	1.058391746
1413	0.6146105962	1.058291383
1414	0.6145835633	1.058252217
1415	0.6145943628	1.058119679
1416	0.614982399	1.057955041
1417	0.6143682618	1.057812696
1418	0.6150209268	1.057598511
1419	0.6151615181	1.057558558
1420	0.615567927	1.057496875
1421	0.6156666708	1.057371405
1422	0.6156351851	1.057267186
1423	0.6159064238	1.057104262
1424	0.615826661	1.056981807
1425	0.6148490459	1.056784189
1426	0.6149766602	1.056686918
1427	0.6155567469	1.056474661
1428	0.6157924513	1.056293954
1429	0.6155770468	1.055980718
1430	0.6154389842	1.055849988
1431	0.6155986195	1.055732031
1432	0.6157216051	1.055655253
1433	0.6155262371	1.055559566
1434	0.6157079785	1.055396228
1435	0.6156529797	1.055250411
1436	0.6154974187	1.055109844
1437	0.6152981915	1.054989149
1438	0.6154956543	1.054686748
1439	0.6153171424	1.054544102
1440	0.6155734131	1.054380833
1441	0.615593103	1.054226112
1442	0.6154056428	1.054125392
1443	0.61529807	1.054082016
1444	0.6154031971	1.054006076
1445	0.6157969323	1.053835967
1446	0.6153152692	1.053719577
1447	0.6156548105	1.053530445
1448	0.6157907456	1.053422114
1449	0.6156448581	1.053217906
1450	0.6158780488	1.053124077
1451	0.6159851137	1.052883052
1452	0.6163185447	1.052634773
1453	0.6163290246	1.052488481
1454	0.6165288246	1.052349026
1455	0.6165144456	1.052241794
1456	0.6164517181	1.052070615
1457	0.6164048188	1.051892775
1458	0.6169514657	1.051772322
1459	0.6171906519	1.051626293
1460	0.6168385828	1.051399729
1461	0.616981509	1.051276757
1462	0.6170165235	1.051216721
1463	0.6169513599	1.051089431
1464	0.6170650148	1.050776247
1465	0.6170829109	1.050640081
1466	0.6177047618	1.050516856
1467	0.6169931268	1.050441361
1468	0.6171581591	1.050222667
1469	0.6168869087	1.050081766
1470	0.6168309805	1.049842242
1471	0.6167664748	1.049630599
1472	0.6164152681	1.049596311
1473	0.6166722298	1.049388034
1474	0.6167988297	1.049324907
1475	0.6168513786	1.049122203
1476	0.6169068152	1.048914943
1477	0.617401135	1.048729046
1478	0.6168373711	1.048580141
1479	0.6168160128	1.048362537
1480	0.6169278301	1.048301759
1481	0.6174410026	1.047979646
1482	0.6176445341	1.047633888
1483	0.618136562	1.047525262
1484	0.6181688437	1.047299561
1485	0.6184528929	1.047123228
1486	0.6184179407	1.047075354
1487	0.6186065306	1.046930678
1488	0.6186531495	1.046845204
1489	0.6190163703	1.046646667
1490	0.6189151946	1.046487171
1491	0.6191326278	1.04639254
1492	0.6194759051	1.046313871
1493	0.6189607895	1.046153927
1494	0.6202120217	1.045966371
1495	0.6201237298	1.045748062
1496	0.6201984806	1.045661138
1497	0.620172546	1.045486077
1498	0.6203352308	1.045317077
1499	0.620300084	1.045239095
1500	0.6201930968	1.045140928
1501	0.6201652426	1.045015095
1502	0.6200124079	1.044857988
1503	0.6203231734	1.044741449
1504	0.620321521	1.044624347
1505	0.620393336	1.044502261
1506	0.620124938	1.044206432
1507	0.6201907842	1.044093201
1508	0.619970559	1.04396099
1509	0.6199220131	1.043860667
1510	0.6197344721	1.043807976
1511	0.620046516	1.043669387
1512	0.6204505872	1.043483781
1513	0.6204441867	1.043359672
1514	0.62049787	1.043158034
1515	0.6205972283	1.043009462
1516	0.6200711534	1.042901157
1517	0.6202659423	1.042619559
1518	0.6207865958	1.04254073
1519	0.6207906178	1.042393515
1520	0.6205735279	1.0421898
1521	0.6207444109	1.042111719
1522	0.6207027449	1.041976115
1523	0.6222283969	1.041730889
1524	0.6209820803	1.041510399
1525	0.6211662109	1.041445606
1526	0.6209880143	1.041359311
1527	0.621053486	1.041201199
1528	0.6209221265	1.041167619
1529	0.6215234483	1.040855102
1530	0.6217816332	1.040752846
1531	0.6216005437	1.040527546
1532	0.6213620559	1.040286773
1533	0.6219849343	1.040223549
1534	0.6222813939	1.039945301
1535	0.6221119218	1.039803593
1536	0.6226497334	1.039618251
1537	0.6227372068	1.039462985
1538	0.6230241031	1.03930031
1539	0.622811497	1.03911222
1540	0.6233352777	1.03898111
1541	0.6230803707	1.038862372
1542	0.6236024188	1.038707855
1543	0.6234465856	1.038588275
1544	0.6239063031	1.038366086
1545	0.6242622377	1.038240662
1546	0.624048716	1.038081073
1547	0.6238852718	1.037939828
1548	0.6238489205	1.037845159
1549	0.6242283142	1.037661353
1550	0.624247859	1.037550231
1551	0.6242939122	1.037459656
1552	0.6244581573	1.037376864
1553	0.6244589835	1.037317284
1554	0.6241989215	1.037171157
1555	0.6243350652	1.037063835
1556	0.6241453097	1.036888015
1557	0.6239245479	1.036758619
1558	0.624366328	1.036532739
1559	0.624951044	1.0363549
1560	0.6249222809	1.036260351
1561	0.6246708355	1.036118181
1562	0.624744629	1.036030043
1563	0.6245435343	1.035851488
1564	0.6244542128	1.035663907
1565	0.6248132695	1.035494106
1566	0.6237918198	1.035371013
1567	0.623744648	1.035180158
1568	0.6237721584	1.035142621
1569	0.6235495718	1.035026279
1570	0.6241196679	1.034708906
1571	0.6241138517	1.034554875
1572	0.6245012476	1.034321159
1573	0.6248204971	1.034132926
1574	0.6248593802	1.034033001
1575	0.6248622011	1.033874318
1576	0.6250930579	1.033648288
1577	0.6258246795	1.0335311
1578	0.6255152628	1.033329786
1579	0.6254952538	1.03311026
1580	0.625605601	1.033000018
1581	0.6256810731	1.032710085
1582	0.6255825767	1.032574853
1583	0.6256834934	1.032438003
1584	0.625333903	1.032305793
1585	0.626108485	1.032152794
1586	0.6254795658	1.032015633
1587	0.6259759232	1.031874325
1588	0.6259930555	1.031749279
1589	0.6260900337	1.03159602
1590	0.6261355467	1.031541354
1591	0.6267361435	1.031443625
1592	0.6270903805	1.03132947
1593	0.6267589677	1.03112796
1594	0.6269061302	1.031012429
1595	0.6269437683	1.030881012
1596	0.6262973341	1.030730715
1597	0.6263833554	1.030559931
1598	0.6266776802	1.030374836
1599	0.6273499091	1.030131788
1600	0.6275759242	1.030001534
1601	0.6279196495	1.029949495
1602	0.6281539739	1.029931987
1603	0.6283861863	1.029777275
1604	0.6279891929	1.029614118
1605	0.6280183832	1.029463189
1606	0.627769226	1.029273852
1607	0.6277518571	1.0292028
1608	0.6275116974	1.02912376
1609	0.6277221029	1.029032779
1610	0.6279691331	1.028894786
1611	0.628361209	1.028783756
1612	0.6285266013	1.028585707
1613	0.6279899815	1.028429788
1614	0.6279908417	1.028349634
1615	0.6279554063	1.028161627
1616	0.6276801901	1.027856379
1617	0.6278496387	1.027730681
1618	0.6285305583	1.027473403
1619	0.6281255146	1.027247369
1620	0.6281364382	1.027109464
1621	0.6282713256	1.026956752
1622	0.6283335095	1.026795993
1623	0.6280077038	1.026592381
1624	0.6280003393	1.026424124
1625	0.6279041454	1.026383764
1626	0.628073243	1.026282645
1627	0.6289777595	1.026111896
1628	0.6284848501	1.025968265
1629	0.6283806471	1.025766388
1630	0.6290305485	1.025555209
1631	0.6291402668	1.025422573
1632	0.6292057162	1.025349682
1633	0.6294747466	1.025158793
1634	0.6293582686	1.025039887
1635	0.6298864724	1.024964931
1636	0.6301879096	1.024846254
1637	0.6295940906	1.024667476
1638	0.6298920657	1.024499771
1639	0.6298053085	1.024323113
1640	0.6299526588	1.024272328
1641	0.6306473644	1.024146575
1642	0.6304677003	1.023981739
1643	0.6298050124	1.02380025
1644	0.6297544779	1.023654866
1645	0.6298573082	1.023489507
1646	0.6300772836	1.023424656
1647	0.6301546446	1.023309122
1648	0.6302614875	1.02304447
1649	0.629940291	1.022908252
1650	0.6297721391	1.022793813
1651	0.6300699682	1.02268226
1652	0.6301376841	1.022456069
1653	0.630369997	1.022339792
1654	0.6307998336	1.022210543
1655	0.6304635386	1.022052895
1656	0.6305151525	1.02198347
1657	0.6308467459	1.021851473
1658	0.6311735088	1.021626633
1659	0.6310845717	1.021529671
1660	0.6308434836	1.021398105
1661	0.6310828254	1.021315573
1662	0.6304509982	1.021165208
1663	0.6315444509	1.020934177
1664	0.6317234795	1.020787524
1665	0.6311670569	1.020670039
1666	0.6306009372	1.020575663
1667	0.6309765962	1.020491584
1668	0.6319486948	1.020263263
1669	0.6321946763	1.020204919
1670	0.6322724786	1.020035712
1671	0.6325469303	1.019856907
1672	0.6325725761	1.019699758
1673	0.6322440457	1.019500993
1674	0.6321462812	1.019435113
1675	0.6325814306	1.019333437
1676	0.6322518059	1.01926785
1677	0.6326912585	1.019113814
1678	0.6322106794	1.018960997
1679	0.6317794203	1.018756795
1680	0.6320655781	1.018592764
1681	0.6323029313	1.018450604
1682	0.6321796387	1.018277741
1683	0.632633295	1.018130761
1684	0.6330884849	1.018024099
1685	0.6332924349	1.017877281
1686	0.6326766648	1.017726342
1687	0.632823823	1.017615133
1688	0.63320415	1.017454668
1689	0.6330164222	1.017277091
1690	0.6326753123	1.017101256
1691	0.6329626584	1.016930793
1692	0.632831062	1.016781671
1693	0.6330884021	1.016724106
1694	0.6332583343	1.016409982
1695	0.6330437129	1.016266237
1696	0.6332536965	1.016144481
1697	0.633233514	1.015924295
1698	0.6331448355	1.015804263
1699	0.6334589586	1.015655218
1700	0.6336490955	1.015598129
1701	0.6346447377	1.015478709
1702	0.6344841947	1.015335884
1703	0.6345416971	1.015240781
1704	0.6341786818	1.015090847
1705	0.6337303896	1.014972745
1706	0.6338156792	1.014736493
1707	0.6340769348	1.014599959
1708	0.6341613753	1.014486652
1709	0.6343382045	1.014332317
1710	0.6344427662	1.01426548
1711	0.634530445	1.014155086
1712	0.634285454	1.014061821
1713	0.6347384375	1.013948246
1714	0.6354062709	1.01376315
1715	0.6349665783	1.013675381
1716	0.6350976846	1.013614609
1717	0.6356755887	1.01347667
1718	0.6353971389	1.013239448
1719	0.634656819	1.013100102
1720	0.6352221319	1.013011002
1721	0.6350514046	1.01281777
1722	0.6350099576	1.012727771
1723	0.6349825571	1.012657272
1724	0.6346752261	1.012568615
1725	0.6346684127	1.012518178
1726	0.6356432385	1.012462037
1727	0.6355105265	1.01234835
1728	0.6354806479	1.012302891
1729	0.6357807942	1.012085709
1730	0.635617168	1.012030916
1731	0.6354704269	1.011891286
1732	0.6351595295	1.011774716
1733	0.6351259565	1.011721755
1734	0.6347269061	1.011587259
1735	0.6348814646	1.011416007
1736	0.6347168281	1.011279023
1737	0.6347037977	1.011092798
1738	0.6346695738	1.010950993
1739	0.6344340458	1.010841831
1740	0.6344197476	1.010758957
1741	0.6346014213	1.010623408
1742	0.6349803778	1.010498224
1743	0.6348924469	1.010417143
1744	0.6350149105	1.010266929
1745	0.6351138045	1.010151934
1746	0.6351927663	1.010015375
1747	0.6352099361	1.009870665
1748	0.6351740226	1.009808618
1749	0.6356089862	1.009704354
1750	0.63553676	1.00952732
1751	0.6354496136	1.009407427
1752	0.635551904	1.009272101
1753	0.6351597926	1.009210357
1754	0.6353560906	1.009014644
1755	0.6352552545	1.008947077
1756	0.6355454102	1.008813841
1757	0.6357644594	1.008628079
1758	0.6355261246	1.008557305
1759	0.6356643889	1.008507208
1760	0.6360269849	1.008370727
1761	0.6360770521	1.008308422
1762	0.6359105701	1.008187674
1763	0.6359653262	1.008013551
1764	0.6360689374	1.007924516
1765	0.63644378	1.007865454
1766	0.6361930045	1.007685176
1767	0.6366745208	1.007584554
1768	0.6369532009	1.007353367
1769	0.6370520219	1.007228913
1770	0.636694358	1.007020858
1771	0.6370644162	1.006946378
1772	0.636667077	1.006887077
1773	0.6372256721	1.006735737
1774	0.6369642295	1.006673194
1775	0.6367643072	1.006582306
1776	0.6371576967	1.006266603
1777	0.6373460269	1.006162866
1778	0.6373118706	1.006124686
1779	0.6372738679	1.005987461
1780	0.6371893567	1.005897523
1781	0.6368822513	1.005729671
1782	0.6370749895	1.005640677
1783	0.6371135021	1.005582499
1784	0.6369480288	1.005472959
1785	0.6367109277	1.005431184
1786	0.6371790486	1.00537885
1787	0.6372883241	1.005182444
1788	0.6376417494	1.005074542
1789	0.6379603014	1.004839021
1790	0.6384510164	1.004718299
1791	0.6384095799	1.004566491
1792	0.6384572864	1.004473324
1793	0.638779657	1.004446019
1794	0.6386513847	1.004339847
1795	0.6386956366	1.004128342
1796	0.6383396313	1.004030791
1797	0.638394359	1.003978923
1798	0.6379685242	1.00386864
1799	0.6382405507	1.003731048
1800	0.6385525416	1.003519481
1801	0.6378501476	1.003419513
1802	0.6378812578	1.003243533
1803	0.637952512	1.003048903
1804	0.6380954829	1.002858398
1805	0.6391186946	1.002684266
1806	0.6393572266	1.002533707
1807	0.6385021979	1.002390308
1808	0.6390224506	1.002323816
1809	0.6390126359	1.002241126
1810	0.6389955134	1.002087982
1811	0.6389568321	1.001978733
1812	0.6385507795	1.001818942
1813	0.6388358839	1.001734522
1814	0.6388270383	1.001604089
1815	0.6389315931	1.001521765
1816	0.6394107241	1.001336746
1817	0.64010657	1.001120741
1818	0.640295629	1.000999962
1819	0.6403954077	1.00077428
