iter	TotalF1	MultiClass
108	0.4065816551	1.488849686
109	0.4064745146	1.488325044
110	0.4071674665	1.487797105
111	0.4067618716	1.487348008
112	0.4078837609	1.486596633
113	0.4078963021	1.485722746
114	0.4099362911	1.484889107
115	0.4101089228	1.483976303
116	0.4094454156	1.483079401
117	0.41033153	1.482162882
118	0.4102604469	1.481280244
119	0.4106199173	1.480422449
120	0.4101822724	1.479855345
121	0.4115392811	1.479158016
122	0.4133493951	1.478817512
123	0.4143839754	1.478221919
124	0.4154472128	1.476999188
125	0.414287572	1.475753484
126	0.4143900761	1.474367582
127	0.4130317224	1.473737766
128	0.4127960449	1.473373838
129	0.4147887845	1.472925962
130	0.4167832267	1.47187707
131	0.4174397129	1.470459904
132	0.4173562942	1.470080094
133	0.4179113559	1.469768151
134	0.4180446618	1.469610299
135	0.4189952811	1.468453393
136	0.4171544572	1.467941664
137	0.4187223179	1.466899828
138	0.4192781389	1.465576081
139	0.4204245894	1.464636635
140	0.4216840371	1.463849227
141	0.42159723	1.463092603
142	0.4222073552	1.462240297
143	0.4223676533	1.461344112
144	0.4225761177	1.460828981
145	0.4227480607	1.459324906
146	0.4251349736	1.458143647
147	0.4252025555	1.457616147
148	0.4253272449	1.456674034
149	0.4282260036	1.456053981
150	0.4276104648	1.45484353
151	0.4288722383	1.454071308
152	0.4297435083	1.4536191
153	0.4293394025	1.453301875
154	0.4299246311	1.452703975
155	0.4317260627	1.452108043
156	0.4310815438	1.451550394
157	0.4315144168	1.450884786
158	0.4317755046	1.449912632
159	0.431167125	1.448849392
160	0.4322598049	1.44857213
161	0.4323787347	1.448074794
162	0.4325969352	1.447579371
163	0.4331758751	1.446365994
164	0.4322745691	1.445332609
165	0.4338867757	1.444940661
166	0.4342418083	1.444286834
167	0.4335133304	1.443673334
168	0.4346358797	1.443318029
169	0.4362676934	1.442098827
170	0.4358418512	1.44166989
171	0.4348362663	1.441289567
172	0.4325040059	1.440900328
173	0.4337775547	1.440488059
174	0.4353609465	1.439337813
175	0.4349492752	1.438235061
176	0.4350109758	1.437641577
177	0.4361627911	1.436731237
178	0.437506784	1.435802004
179	0.4379136874	1.434908286
180	0.4376578305	1.434417645
181	0.4377927726	1.433721649
182	0.4383828318	1.432799557
183	0.4389908798	1.432220802
184	0.4389404679	1.432030838
185	0.4395266583	1.431008902
186	0.4391989235	1.429952391
187	0.4395192544	1.42953633
188	0.4384129425	1.42900376
189	0.4394813677	1.428403306
190	0.4398029879	1.427382206
191	0.4418018055	1.426390911
192	0.4425911931	1.425745288
193	0.4423279486	1.424860636
194	0.4439928068	1.42396477
195	0.4433002231	1.423275339
196	0.4436359083	1.42251504
197	0.4438386359	1.422049289
198	0.4427027019	1.421238358
199	0.4436934304	1.420852659
200	0.4428171329	1.420342157
201	0.4437223262	1.41979691
202	0.4432666811	1.419476436
203	0.4439236187	1.419220981
204	0.4435846341	1.418418201
205	0.4439209744	1.417421735
206	0.4443222606	1.41704194
207	0.4444632325	1.416495337
208	0.4469410492	1.41548656
209	0.4491245919	1.41441591
210	0.4506336861	1.413611184
211	0.4525375861	1.413310136
212	0.4504754972	1.412548028
213	0.4512617209	1.411686707
214	0.4495800294	1.411155243
215	0.4491772393	1.410421478
216	0.4500969383	1.409918958
217	0.4508857266	1.409089707
218	0.4510377808	1.40836977
219	0.4513516059	1.408112016
220	0.4497903825	1.407630102
221	0.4496481936	1.407002245
222	0.4517533215	1.406214726
223	0.4523709679	1.405564649
224	0.4526597023	1.404862584
225	0.4529593667	1.404416507
226	0.4537169961	1.404109784
227	0.4539284502	1.403624909
228	0.4539284472	1.40323686
229	0.4534688773	1.402755761
230	0.4540282193	1.402418862
231	0.4534793878	1.402109606
232	0.4542473976	1.401667522
233	0.4551278322	1.401126842
234	0.4536958286	1.400377532
235	0.4539591054	1.400144257
236	0.4525954531	1.399429813
237	0.4530049273	1.39883074
238	0.4532776457	1.398334484
239	0.4522633404	1.397839499
240	0.4528529819	1.397540289
241	0.4533603259	1.397057948
242	0.4537310777	1.39657275
243	0.4540131664	1.396210724
244	0.4547607259	1.39524711
245	0.4544325715	1.394484106
246	0.4547627454	1.394182003
247	0.455054608	1.393733998
248	0.4557290439	1.39338396
249	0.4553016146	1.392970158
250	0.4558663753	1.392527339
251	0.4557946546	1.392213499
252	0.4566460871	1.391497185
253	0.4565395409	1.391237921
254	0.4568468335	1.390599386
255	0.4570207725	1.39025417
256	0.4571737482	1.389605385
257	0.4575441755	1.389219159
258	0.4585871871	1.388499177
259	0.4579361504	1.387568212
260	0.459502025	1.386746071
261	0.4598683654	1.386033996
262	0.4601569279	1.385273554
263	0.4596713765	1.384722573
264	0.4606824601	1.384248883
265	0.4599030987	1.383274812
266	0.4593327889	1.382986723
267	0.4608145174	1.382424474
268	0.4614766966	1.381663257
269	0.4625940163	1.381126637
270	0.4623107587	1.380612873
271	0.4631178761	1.380184346
272	0.4629945311	1.379810005
273	0.4639302094	1.379527402
274	0.4620668994	1.378553366
275	0.4627933029	1.377884088
276	0.4636230093	1.377603609
277	0.4633191698	1.377275541
278	0.4629342194	1.376101454
279	0.4629069567	1.375902353
280	0.4636929109	1.375238231
281	0.4634142119	1.374894209
282	0.4630035063	1.374298892
283	0.4648170404	1.373740624
284	0.4658084057	1.373204503
285	0.4664882143	1.372783929
286	0.4653324151	1.372349636
287	0.4647505007	1.372051231
288	0.4649712349	1.371160573
289	0.4655667886	1.370991006
290	0.4662672666	1.370462126
291	0.4659176106	1.369997471
292	0.4668559807	1.36958024
293	0.4663737366	1.368944001
294	0.4668258867	1.368716363
295	0.4661659217	1.368366804
296	0.464946544	1.367994019
297	0.4654359856	1.367409406
298	0.4651400294	1.366852164
299	0.4654583372	1.365996808
300	0.4653427311	1.365509119
301	0.4663175243	1.364973409
302	0.4660169595	1.364642652
303	0.4667568015	1.363900875
304	0.4675676748	1.363444006
305	0.4694089098	1.362534058
306	0.469383803	1.362285628
307	0.4682256041	1.361399432
308	0.4681890446	1.361209486
309	0.4674109599	1.360668217
310	0.4681357907	1.359946249
311	0.4685868179	1.359708819
312	0.4691638748	1.359077699
313	0.4706202307	1.35862824
314	0.4706226355	1.358080044
315	0.4704792488	1.357842508
316	0.4716704099	1.357468304
317	0.4713296348	1.356627397
318	0.4712059765	1.356101606
319	0.4726443682	1.355837008
320	0.4731238913	1.355365769
321	0.4729554316	1.35488504
322	0.4732308264	1.354684476
323	0.4743573643	1.354072306
324	0.4744271379	1.353862789
325	0.4747300896	1.353252143
326	0.4734195655	1.352628438
327	0.4739665781	1.3518157
328	0.4737043365	1.351575724
329	0.4745320635	1.351180209
330	0.4750956151	1.351000255
331	0.4744567547	1.350779471
332	0.475020416	1.350204208
333	0.4762634484	1.349797302
334	0.4764456639	1.349528608
335	0.4764277518	1.349192595
336	0.4770860487	1.348502854
337	0.4773654893	1.348214276
338	0.478374472	1.347852018
339	0.4790688381	1.347080961
340	0.4792083483	1.346614941
341	0.4793988964	1.346216103
342	0.4793935326	1.345719191
343	0.4813443593	1.345183548
344	0.4796352339	1.344293405
345	0.4803077548	1.344181512
346	0.4799937544	1.343660447
347	0.4800173567	1.343467283
348	0.4803774032	1.343022612
349	0.481635219	1.342399981
350	0.4811209771	1.34200453
351	0.4817800894	1.341670737
352	0.4812148807	1.341420493
353	0.4822429217	1.340997049
354	0.482603624	1.340516742
355	0.4836027245	1.339853218
356	0.4831242559	1.33895259
357	0.4829886845	1.338550355
358	0.4834648746	1.338149231
359	0.4838916878	1.337374126
360	0.4843412815	1.337053218
361	0.4838136423	1.336399716
362	0.4839472362	1.336270105
363	0.4841383866	1.335844571
364	0.4845513327	1.335486688
365	0.4849828453	1.334756346
366	0.4862506437	1.334503741
367	0.4867463912	1.33419947
368	0.4868501707	1.333789673
369	0.4862347672	1.333200529
370	0.4869727075	1.332597047
371	0.4873335958	1.332252047
372	0.4873124487	1.331730029
373	0.4874822743	1.331318568
374	0.4868574388	1.331071316
375	0.4873614912	1.330467772
376	0.4880568855	1.330049566
377	0.4888546794	1.329683526
378	0.489373865	1.32937593
379	0.4897356197	1.328702518
380	0.4894643943	1.328232254
381	0.4894031779	1.327934066
382	0.4890034857	1.327640358
383	0.4898228881	1.327186927
384	0.4906589165	1.326713456
385	0.4896893886	1.32635634
386	0.4910338717	1.325772776
387	0.4908574781	1.325407779
388	0.4910986719	1.325112491
389	0.4913500712	1.324884607
390	0.4914530847	1.324313964
391	0.4917910212	1.323688918
392	0.4917589148	1.323343321
393	0.4915315346	1.322359052
394	0.4915065427	1.322154039
395	0.4912698281	1.321692808
396	0.4922758812	1.321503609
397	0.4933461501	1.32101339
398	0.4928129024	1.320472797
399	0.493870876	1.319746689
400	0.4933439255	1.31960177
401	0.493515173	1.319339252
402	0.4934353516	1.318894873
403	0.4933130477	1.318411203
404	0.4931241705	1.318019185
405	0.4936701734	1.317817899
406	0.4951938002	1.317523626
407	0.4945993008	1.316862652
408	0.4950653051	1.316437285
409	0.4951305612	1.316224841
410	0.4951452289	1.315852583
411	0.4948110678	1.315518383
412	0.4964914011	1.314980343
413	0.4973818336	1.314063584
414	0.49802898	1.313926694
415	0.4962963428	1.313336703
416	0.4962435292	1.31261557
417	0.4956875642	1.312313835
418	0.4963441506	1.312119087
419	0.4957378819	1.311866982
420	0.495770779	1.311495209
421	0.4955573393	1.310895574
422	0.4959459656	1.310471127
423	0.4965255013	1.309975813
424	0.4971529909	1.309574902
425	0.4979997113	1.309226499
426	0.4972878944	1.309067106
427	0.4979811102	1.308449857
428	0.498619785	1.308029647
429	0.499751977	1.307591558
430	0.4996905524	1.307309657
431	0.4993841675	1.306871035
432	0.5003601435	1.306557239
433	0.4999435932	1.306303289
434	0.5001093162	1.306090315
435	0.500327153	1.305750057
436	0.4997762415	1.305568073
437	0.5002837959	1.305020431
438	0.5010034338	1.304487493
439	0.5010969255	1.303848646
440	0.5008483527	1.303438443
441	0.5012415554	1.302981582
442	0.5008801431	1.30248405
443	0.5007384233	1.301963371
444	0.5024179048	1.30177439
445	0.5053242625	1.300882607
446	0.5048932473	1.300427937
447	0.5042978289	1.300170216
448	0.5053570172	1.299497959
449	0.505954658	1.299302626
450	0.5059912425	1.299150356
451	0.5051863507	1.298859745
452	0.5052159748	1.298613405
453	0.505583042	1.298229592
454	0.5049128469	1.297881326
455	0.5052579902	1.297503621
456	0.5059478293	1.296753236
457	0.5059906238	1.296316507
458	0.5064076832	1.295897979
459	0.5062681404	1.295726786
460	0.5068569048	1.295416923
461	0.5068197247	1.29500135
462	0.5068017096	1.294641599
463	0.5077604878	1.29417051
464	0.5089514644	1.293739418
465	0.5090011291	1.293554558
466	0.5096372626	1.293299066
467	0.5106025663	1.293138046
468	0.5107388503	1.292880251
469	0.5116367363	1.292337469
470	0.5109907187	1.291879372
471	0.5110482636	1.291640331
472	0.5113271356	1.29119721
473	0.5116687697	1.290917606
474	0.51162442	1.290617297
475	0.5112516142	1.289648577
476	0.5115572601	1.289226491
477	0.5113528148	1.288928756
478	0.5115466174	1.288643239
479	0.5118043535	1.28787441
480	0.5112967335	1.287613604
481	0.5122755512	1.287278748
482	0.512114439	1.287050968
483	0.5119207877	1.28692713
484	0.5107640556	1.286576498
485	0.5111187803	1.286448201
486	0.5111955051	1.286176908
487	0.5120401888	1.285861341
488	0.5115658898	1.285620177
489	0.5111031207	1.285362192
490	0.511198838	1.285070284
491	0.5114293263	1.284672944
492	0.5120053973	1.284577805
493	0.5120826846	1.28403047
494	0.5124278154	1.283890547
495	0.511909592	1.283390527
496	0.5128200584	1.283074563
497	0.513417337	1.282686183
498	0.5136494671	1.282323997
499	0.5137920657	1.281748877
500	0.5134075436	1.281243626
501	0.5135804013	1.281121157
502	0.5130943037	1.280825432
503	0.5125243804	1.280504492
504	0.5132314648	1.280326982
505	0.5140492591	1.280122249
506	0.5147906059	1.279660932
507	0.5149797349	1.279438677
508	0.5149468364	1.279072535
509	0.5144705607	1.27876125
510	0.5146354786	1.278336216
511	0.5140479444	1.278165136
512	0.5142578202	1.277847639
513	0.514548678	1.277471194
514	0.5159923218	1.276822664
515	0.5162237595	1.276708616
516	0.5163525543	1.276415577
517	0.5166393159	1.276187661
518	0.5164760552	1.275834051
519	0.5157211211	1.275510803
520	0.515844343	1.27504554
521	0.5158163247	1.274936998
522	0.5161825848	1.274563172
523	0.5160881095	1.274173995
524	0.5159951928	1.273788587
525	0.5165235475	1.27323771
526	0.5164773907	1.27292524
527	0.5170090594	1.272478613
528	0.5168036631	1.272085088
529	0.5164101873	1.271694451
530	0.5167401712	1.271445663
531	0.5166278528	1.271149413
532	0.5171720969	1.270818792
533	0.5176278395	1.270669256
534	0.5183506974	1.269975006
535	0.5189827365	1.269733794
536	0.5178334271	1.26933265
537	0.5187148876	1.269002064
538	0.5185596084	1.268765901
539	0.5188596135	1.268466415
540	0.5184914743	1.268265518
541	0.5183699994	1.267879532
542	0.5182459479	1.267731984
543	0.5186792894	1.267594924
544	0.5184887225	1.26744399
545	0.5190713274	1.267042269
546	0.5197045799	1.266575888
547	0.5193166672	1.26609769
548	0.5195693597	1.265887015
549	0.5201958761	1.265534702
550	0.5207621407	1.265344119
551	0.5220760714	1.264769718
552	0.5218766069	1.264395304
553	0.5217014551	1.264162682
554	0.5216729042	1.263862105
555	0.5219778239	1.263663145
556	0.5214851127	1.263288722
557	0.5221722905	1.263053657
558	0.5218461252	1.262402531
559	0.5218643079	1.262204017
560	0.5225776453	1.261799725
561	0.5228190939	1.261583954
562	0.5223196807	1.261411423
563	0.5224994362	1.261306541
564	0.5232009557	1.261154285
565	0.5230448944	1.26071228
566	0.5237270006	1.260249527
567	0.5243516328	1.259964798
568	0.5239798932	1.259858349
569	0.5237862694	1.25961132
570	0.5241722866	1.259183905
571	0.5244117324	1.258725533
572	0.5240498569	1.258483156
573	0.5246134966	1.258309937
574	0.5260289904	1.257837996
575	0.5263203961	1.257575453
576	0.5263715775	1.257205445
577	0.5258945119	1.25684973
578	0.5255371891	1.256576943
579	0.5263245766	1.25633598
580	0.5274258198	1.255889972
581	0.5267527209	1.255575357
582	0.5268463022	1.255355088
583	0.5265284749	1.255065301
584	0.5269808832	1.254814258
585	0.5277726764	1.254363901
586	0.5277068952	1.254009243
587	0.5288828973	1.253629877
588	0.5292180991	1.253283898
589	0.5285836623	1.253031206
590	0.5291007662	1.252532333
591	0.5301616831	1.25219383
592	0.5305529092	1.252009077
593	0.5313454084	1.251771644
594	0.5322174423	1.251294535
595	0.5328812981	1.250994158
596	0.5316996278	1.250816913
597	0.53226268	1.250580849
598	0.5323793162	1.250275347
599	0.531845799	1.24995362
600	0.5321467486	1.24971115
601	0.5317661161	1.249119294
602	0.5326027463	1.248929608
603	0.5321942447	1.248660607
604	0.5332207344	1.24829881
605	0.5340595884	1.247743331
606	0.5340638205	1.247118486
607	0.5341096628	1.246501427
608	0.534072038	1.246149328
609	0.5340343522	1.245768158
610	0.5344368417	1.245468647
611	0.5347678072	1.245295271
612	0.534825931	1.245175671
613	0.5351459963	1.244555546
614	0.5343761891	1.244058217
615	0.5342778511	1.243632879
616	0.5343892578	1.243246142
617	0.5347495946	1.243012177
618	0.5340865992	1.24280264
619	0.5345567088	1.242593872
620	0.5348708509	1.242255503
621	0.5353447743	1.242065598
622	0.5351895334	1.241877129
623	0.536222664	1.241467603
624	0.5355532386	1.241215121
625	0.5357594017	1.24100509
626	0.5354458422	1.240610114
627	0.5365814061	1.24034691
628	0.5367169379	1.240124309
629	0.5370489565	1.239808618
630	0.5369006954	1.239656952
631	0.5364684892	1.239317702
632	0.5363240558	1.238895422
633	0.5362880534	1.238693165
634	0.5365081841	1.238441808
635	0.5372491933	1.238244358
636	0.5368814945	1.237825847
637	0.5368332881	1.237277697
638	0.5374946613	1.23707016
639	0.5364750472	1.236811486
640	0.5376143414	1.236414792
641	0.5370164214	1.236039895
642	0.5373807957	1.235766741
643	0.537478406	1.235323718
644	0.5371165151	1.234911852
645	0.5371905346	1.234478938
646	0.5372623956	1.234343536
647	0.5379823126	1.234014638
648	0.5392407203	1.233384014
649	0.5390661382	1.233104396
650	0.539483794	1.232849189
651	0.539037799	1.232499943
652	0.5388961706	1.23208963
653	0.5382724267	1.231760179
654	0.5387963426	1.231300039
655	0.5391921438	1.23091352
656	0.5390740204	1.230791914
657	0.5391704513	1.230689435
658	0.539636733	1.230289803
659	0.539364877	1.230074042
660	0.5402020671	1.22980532
661	0.539669104	1.22943958
662	0.5398546288	1.229033564
663	0.5405755336	1.228757133
664	0.5412873739	1.228339638
665	0.5412345096	1.227667816
666	0.5414924387	1.227571307
667	0.5419188178	1.227133027
668	0.5426386138	1.226546276
669	0.5423005051	1.226109231
670	0.541939774	1.225616356
671	0.5416001051	1.225323655
672	0.5423480506	1.225117836
673	0.5428160848	1.224923585
674	0.5420693035	1.224728315
675	0.5422607887	1.224364497
676	0.5430218406	1.224021555
677	0.5435495074	1.223750189
678	0.5439201967	1.223608103
679	0.5443499565	1.223232895
680	0.5439917855	1.223116195
681	0.5443914646	1.222751731
682	0.5449004031	1.22240817
683	0.5448983914	1.222233236
684	0.5447899071	1.22190913
685	0.5442222966	1.22165406
686	0.5438812445	1.221234208
687	0.5444060354	1.22079899
688	0.5451242989	1.220523094
689	0.5448942809	1.220077462
690	0.5452662374	1.219885771
691	0.5449869423	1.21978982
692	0.5450476788	1.219491039
693	0.5455951179	1.219303346
694	0.5452763733	1.218857636
695	0.5456980081	1.218535446
696	0.5454806803	1.218334096
697	0.5458899583	1.217972432
698	0.5462023737	1.21769626
699	0.5447519605	1.217404113
700	0.545453515	1.217085997
701	0.5461720978	1.21678611
702	0.5463704569	1.216559624
703	0.5451844553	1.216348245
704	0.5459371374	1.216263716
705	0.5451962058	1.215980652
706	0.545474508	1.215796471
707	0.5455428078	1.215632717
708	0.5457389087	1.215452956
709	0.545815507	1.215251178
710	0.5461529078	1.21511654
711	0.5460410417	1.214776326
712	0.5463313352	1.214517466
713	0.5463243633	1.214385233
714	0.5469893493	1.214092432
715	0.5471549121	1.213907801
716	0.5469257608	1.213678259
717	0.5465395812	1.213044406
718	0.5460561854	1.212808883
719	0.5465972111	1.212445247
720	0.547201488	1.212259285
721	0.5489449021	1.211792236
722	0.5490503689	1.211432774
723	0.5496889276	1.211190608
724	0.5502008578	1.210879522
725	0.5498096695	1.21057409
726	0.5506377637	1.21022588
727	0.552819063	1.209845737
728	0.5524587797	1.209379911
729	0.5524096456	1.209143935
730	0.5529039841	1.208697832
731	0.5523276373	1.208428702
732	0.5527473784	1.208136638
733	0.552573629	1.207759266
734	0.5517075632	1.207388396
735	0.5530014123	1.206913931
736	0.5515952222	1.206689207
737	0.5513961612	1.206160187
738	0.5520916554	1.20600007
739	0.5529184868	1.205468258
740	0.5530224668	1.205175284
741	0.5525767238	1.204996134
742	0.5525773246	1.204912218
743	0.5521043901	1.204719304
744	0.5521237768	1.204520622
745	0.5526601357	1.204204686
746	0.552166127	1.203863201
747	0.5525838305	1.203505738
748	0.5534079034	1.203219696
749	0.5534597072	1.203026556
750	0.5529749301	1.202619727
751	0.5527581234	1.202392214
752	0.553206347	1.201844791
753	0.5534368197	1.201764141
754	0.5533985946	1.201473342
755	0.5539306313	1.20100374
756	0.5540458182	1.20064489
757	0.5542491321	1.200331756
758	0.5538568297	1.20003472
759	0.5548134138	1.199753311
760	0.5551161735	1.199262744
761	0.5557855341	1.198900097
762	0.5560278929	1.198648414
763	0.555806929	1.198321607
764	0.5565075095	1.197914323
765	0.5565291285	1.197492166
766	0.5567936583	1.197388271
767	0.5573717677	1.196943027
768	0.5571374147	1.196825376
769	0.557022021	1.196572839
770	0.5568394318	1.196290092
771	0.5574492379	1.195907971
772	0.5581203985	1.195584068
773	0.558300694	1.195518221
774	0.5576550138	1.19543208
775	0.5580119757	1.195122376
776	0.5573910916	1.194996649
777	0.5575468442	1.194805001
778	0.5575633991	1.194555224
779	0.5576080969	1.194382544
780	0.5576701147	1.194298468
781	0.5580138662	1.194038149
782	0.5585658659	1.19388507
783	0.5588020708	1.19361372
784	0.5594244439	1.193317362
785	0.5594767388	1.193157921
786	0.558430749	1.192770133
787	0.5582671681	1.192552728
788	0.5593116037	1.192219658
789	0.5582655726	1.191800493
790	0.5585774772	1.191552971
791	0.5584690925	1.191449304
792	0.5594158333	1.191240551
793	0.5598548947	1.190949619
794	0.5603192444	1.190769264
795	0.5598520148	1.190298931
796	0.5602164894	1.190096628
797	0.5601720694	1.189760187
798	0.5599368119	1.189510216
799	0.5604703534	1.189259608
800	0.56020831	1.189008194
801	0.5605372112	1.1886232
802	0.560541262	1.188484765
803	0.5613309272	1.188218053
804	0.5608630572	1.188010513
805	0.5609577167	1.187804048
806	0.5607917809	1.187529779
807	0.5603539026	1.187106106
808	0.5603364432	1.186809991
809	0.5607992431	1.186657825
810	0.5603327137	1.186425522
811	0.5602874345	1.186232577
812	0.5613412637	1.18595816
813	0.5612141184	1.185808273
814	0.5614131336	1.18555989
815	0.5616085145	1.185123843
816	0.5621834037	1.184839259
817	0.5626768497	1.184515493
818	0.5624162066	1.184290197
819	0.563819206	1.183669971
820	0.5634237583	1.183491135
821	0.5633401582	1.183270481
822	0.5625579522	1.182907708
823	0.5623620607	1.182697648
824	0.5622803658	1.18232022
825	0.56274925	1.182124943
826	0.5636553191	1.181767832
827	0.562351776	1.181449252
828	0.5626146357	1.181274606
829	0.5636503965	1.181013877
830	0.5642792898	1.180683154
831	0.5643380027	1.18030706
832	0.5640872729	1.179825592
833	0.564281217	1.179651991
834	0.5643929958	1.179511128
835	0.5645565299	1.179250207
836	0.5643206439	1.17900472
837	0.564955428	1.178757073
838	0.56410222	1.178549849
839	0.5646373014	1.178268709
840	0.5643250509	1.177853989
841	0.5641291965	1.177599701
842	0.5647933585	1.177282757
843	0.5654551752	1.176863689
844	0.5658084132	1.176536736
845	0.5656465879	1.176238814
846	0.5659184661	1.176182797
847	0.5662448402	1.175847442
848	0.5659881003	1.175442526
849	0.5658899411	1.175220889
850	0.565790648	1.174739223
851	0.5661355614	1.174536624
852	0.5661479675	1.174192232
853	0.5668843009	1.173835515
854	0.5668454317	1.173614807
855	0.5665714301	1.173391204
856	0.5657063765	1.173170317
857	0.5664571712	1.17293459
858	0.5662778135	1.172683901
859	0.5667407391	1.172415665
860	0.5667547599	1.172108169
861	0.5666491592	1.171954432
862	0.5666731153	1.171851815
863	0.5659608336	1.171640891
864	0.5664402941	1.171450446
865	0.5665070075	1.170950332
866	0.56669518	1.170588408
867	0.5669868362	1.170415422
868	0.566860652	1.170134482
869	0.5679932487	1.169946862
870	0.5670994394	1.169671878
871	0.5673799638	1.169417254
872	0.5674686154	1.169239783
873	0.5668596491	1.168983767
874	0.5683212308	1.168692616
875	0.5685097843	1.168330852
876	0.5685882515	1.168078788
877	0.5694640732	1.167803642
878	0.5685827346	1.167587906
879	0.5686090435	1.167457156
880	0.5684847132	1.167085565
881	0.5688136665	1.167020471
882	0.5689593255	1.166800617
883	0.5692296386	1.16660948
884	0.5695886878	1.166389804
885	0.5692931334	1.166085278
886	0.5693917864	1.165982989
887	0.5697747308	1.165850468
888	0.5710236419	1.165371866
889	0.5704173556	1.165191036
890	0.5703958997	1.165057623
891	0.5697600705	1.164735498
892	0.5704142839	1.164605964
893	0.5696812739	1.164465392
894	0.5699533468	1.164329753
895	0.5704915285	1.164080464
896	0.5700730652	1.16391059
897	0.5710825486	1.163543974
898	0.5701943974	1.163358748
899	0.5706841973	1.163035612
900	0.5702857394	1.16279132
901	0.5712800679	1.162465586
902	0.5711257618	1.162186564
903	0.5716285763	1.161887821
904	0.571981296	1.16153864
905	0.5718515174	1.161190173
906	0.5723011564	1.16094528
907	0.5721375178	1.160826543
908	0.5721419064	1.160566217
909	0.5725841616	1.160230994
910	0.5734684816	1.159941641
911	0.5735875992	1.159559627
912	0.5733291539	1.159381704
913	0.5737789475	1.159154488
914	0.5735030443	1.158896548
915	0.5733510356	1.158730063
916	0.5732455934	1.158496816
917	0.5732011401	1.158245712
918	0.5732452658	1.157873276
919	0.5727890837	1.157638668
920	0.5729890086	1.15742692
921	0.5733050091	1.157232786
922	0.573484758	1.156947659
923	0.5735041686	1.156846849
924	0.5732093931	1.156597532
925	0.5730294024	1.156226644
926	0.5733343803	1.156045306
927	0.5738201387	1.155378144
928	0.5738732845	1.155198432
929	0.5742639447	1.155024573
930	0.5747830465	1.154870916
931	0.5742961137	1.154672625
932	0.5743720692	1.154421074
933	0.5741235328	1.154310354
934	0.5741742754	1.154164713
935	0.574273081	1.153918037
